CutitronicsTreatmentID,TreatmentNumber,CutitronicsCartID,CutitronicsSKUID,CartLevel,CartState,CartDispensedAmount,CartEnvTemperature,CartEnvHumidity,CartEnvPollution,CartEnvUv,CutitronicsClientID,TreatmentStartDate,TreatmentType,CutitronicsCtrlID,CtrlBatteryLevel,CtrlTemperature,CtrlDatetime,CtrlState,CtrlStatus,CtrlFirmwareVersion,CtrlLatitude,CtrlLongitude,CtrlSkinHealth,CtrlHumidity,CtrlaccData,MeasurementArea,Status,clientLat,clientLon,FirstName,Surname,YOB,Gender,FITZP,SkinConcerns,Allergies,CutitronicsBrandID,CutitronicsSKUCat,CutitronicsSKUType,CutitronicsSKUName,prescribedOn,PrescriptionName,PrescriptionType,presrcibedAM,prescribedPM,CartInitLevel,installDate
128,39,a31,SS3,29.00,inUse,2,20,73,23,5,client1,01/06/2020 08:00,dispense,ab1,94,27,01/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,67,76,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
129,40,a31,SS3,28.00,inUse,2,23,74,36,3,client1,02/06/2020 08:00,dispense,ab1,90,21,02/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,65,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
130,41,a31,SS3,26.00,inUse,2,26,66,23,4,client1,04/06/2020 08:00,dispense,ab1,98,18,04/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,67,65,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
131,42,a31,SS3,25.00,inUse,2,26,71,32,6,client1,05/06/2020 08:00,dispense,ab1,98,25,05/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,68,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
132,43,a31,SS3,23.00,inUse,3,23,65,42,3,client1,06/06/2020 08:00,dispense,ab1,84,18,06/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,69,76,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
133,44,a31,SS3,21.00,inUse,3,25,77,47,4,client1,07/06/2020 08:00,dispense,ab1,86,21,07/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,74,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
134,45,a31,SS3,19.00,inUse,2,22,70,45,6,client1,08/06/2020 08:00,dispense,ab1,98,18,08/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
135,46,a31,SS3,18.00,inUse,2,22,70,45,5,client1,09/06/2020 08:00,dispense,ab1,98,18,09/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
136,47,a31,SS3,16.00,inUse,3,22,70,45,3,client1,10/06/2020 08:00,dispense,ab1,98,18,10/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
137,48,a31,SS3,15.00,inUse,3,24,65,36,4,client1,13/06/2020 08:00,dispense,ab1,98,18,13/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,73,76,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
138,49,a31,SS3,14.00,inUse,3,23,75,31,6,client1,14/06/2020 08:00,dispense,ab1,98,18,14/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,73,65,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
139,50,a31,SS3,13.00,inUse,2,22,66,37,3,client1,15/06/2020 08:00,dispense,ab1,98,18,15/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,65,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
140,51,a31,SS3,12.00,inUse,2,22,66,37,4,client1,16/06/2020 08:00,dispense,ab1,98,18,16/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,72,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
141,52,a31,SS3,10.00,inUse,2,22,66,37,5,client1,17/06/2020 08:00,dispense,ab1,98,18,17/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,73,76,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
142,53,a31,SS3,8.00,inUse,2,24,71,41,7,client1,18/06/2020 08:00,dispense,ab1,89,28,18/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,74,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
143,54,a31,SS3,7.00,inUse,2,20,69,35,3,client1,21/06/2020 08:00,dispense,ab1,89,28,21/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,78,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
144,55,a31,SS3,5.00,inUse,3,20,69,35,3,client1,22/06/2020 08:00,dispense,ab1,87,27,22/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,75,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
145,56,a31,SS3,4.00,inUse,3,18,71,20,3,client1,23/06/2020 08:00,dispense,ab1,87,27,23/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,76,78,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
146,57,a31,SS3,2.00,inUse,3,25,75,25,4,client1,24/06/2020 08:00,dispense,ab1,85,24,24/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,74,72,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
147,58,a31,SS3,1.00,inUse,3,25,75,25,4,client1,25/06/2020 08:00,dispense,ab1,85,24,25/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,78,76,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
148,59,a31,SS3,0.00,inUse,2,19,78,22,6,client1,26/06/2020 08:00,dispense,ab1,78,27,26/06/2020 08:00,unknown,unknown,1.0.0,55.752225,-4.220541,77,74,0,FACE,Registered,55.752225,-4.220541,John,Bloggs,1995,Male,4,Dry,None,ISHGA,Face Cream,Marine Cream,Men’s Marine Cream 50ml,28/04/2020 14:00,DRY,DAILY,3,0,50,16/05/2020
149,1,b1,SS4,49.00,inUse,2,20,73,23,5,client2,01/05/2020 06:45,dispense,ab2,76,20,01/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,65,73,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
150,2,b1,SS4,47.00,inUse,3,23,74,36,3,client2,01/05/2020 23:45,dispense,ab2,95,23,01/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,69,74,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
151,3,b1,SS4,45.00,inUse,2,26,66,23,4,client2,02/05/2020 06:45,dispense,ab2,82,26,02/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,65,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
152,4,b1,SS4,44.00,inUse,3,26,71,32,6,client2,02/05/2020 23:45,dispense,ab2,99,26,02/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,66,71,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
153,5,b1,SS4,42.00,inUse,2,23,65,42,3,client2,03/05/2020 06:45,dispense,ab2,100,23,03/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,70,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
154,6,b1,SS4,40.00,inUse,3,25,77,47,4,client2,03/05/2020 23:45,dispense,ab2,97,25,03/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,69,77,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
155,7,b1,SS4,39.00,inUse,2,22,70,45,6,client2,04/05/2020 06:45,dispense,ab2,99,22,04/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,66,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
156,8,b1,SS4,37.00,inUse,3,22,70,45,5,client2,04/05/2020 23:45,dispense,ab2,90,22,04/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,67,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
157,9,b1,SS4,36.00,inUse,2,22,70,45,3,client2,05/05/2020 06:45,dispense,ab2,83,22,05/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,70,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
158,10,b1,SS4,34.00,inUse,2,24,65,36,4,client2,05/05/2020 23:45,dispense,ab2,88,24,05/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,69,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
159,11,b1,SS4,33.00,inUse,2,23,75,31,6,client2,06/05/2020 06:45,dispense,ab2,89,23,06/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,66,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
160,12,b1,SS4,31.00,inUse,2,22,66,37,3,client2,06/05/2020 23:45,dispense,ab2,88,22,06/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,70,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
161,13,b1,SS4,29.00,inUse,3,22,66,37,4,client2,08/05/2020 06:45,dispense,ab2,76,22,08/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,75,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
162,14,b1,SS4,28.00,inUse,2,22,66,37,5,client2,08/05/2020 23:45,dispense,ab2,94,22,08/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,70,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,3,50,01/05/2020
163,15,b1,SS4,27.00,inUse,3,24,71,41,7,client2,09/05/2020 06:45,dispense,ab2,87,24,09/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,80,71,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
164,16,b1,SS4,25.00,inUse,2,20,69,35,3,client2,09/05/2020 23:45,dispense,ab2,83,20,09/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,72,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
165,17,b1,SS4,23.00,inUse,3,20,69,35,3,client2,10/05/2020 06:45,dispense,ab2,79,20,10/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,78,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
166,18,b1,SS4,21.00,inUse,2,18,71,20,3,client2,11/05/2020 06:45,dispense,ab2,100,18,11/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,74,71,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
167,19,b1,SS4,20.00,inUse,2,25,75,25,4,client2,12/05/2020 06:45,dispense,ab2,95,25,12/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,79,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
168,20,b1,SS4,19.00,inUse,2,25,75,25,4,client2,12/05/2020 23:45,dispense,ab2,79,25,12/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,73,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
169,21,b1,SS4,17.00,inUse,2,19,78,22,6,client2,14/05/2020 06:45,dispense,ab2,94,19,14/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,78,78,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
170,22,b1,SS4,16.00,inUse,2,23,65,42,3,client2,14/05/2020 23:45,dispense,ab2,85,23,14/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,71,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
171,23,b1,SS4,14.00,inUse,2,25,77,47,4,client2,15/05/2020 06:45,dispense,ab2,85,25,15/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,80,77,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
172,24,b1,SS4,13.00,inUse,2,22,70,45,6,client2,15/05/2020 23:45,dispense,ab2,76,22,15/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,79,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
173,25,b1,SS4,11.00,inUse,2,22,70,45,5,client2,16/05/2020 06:45,dispense,ab2,95,22,16/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,79,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
174,26,b1,SS4,10.00,inUse,2,22,70,45,3,client2,16/05/2020 23:45,dispense,ab2,82,22,16/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,80,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
175,27,b1,SS4,8.00,inUse,2,24,65,36,4,client2,17/05/2020 06:45,dispense,ab2,99,24,17/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,78,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
176,28,b1,SS4,6.00,inUse,2,23,75,31,6,client2,17/05/2020 23:45,dispense,ab2,100,23,17/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,78,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
177,29,b1,SS4,4.00,inUse,2,20,69,35,3,client2,18/05/2020 06:45,dispense,ab2,97,20,18/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,80,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
178,30,b1,SS4,2.00,inUse,2,20,69,35,3,client2,19/05/2020 23:45,dispense,ab2,99,20,19/05/2020 23:45,unknown,unknown,1.0.0,55.982002,-3.394142,79,69,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
179,31,b1,SS4,0.00,inUse,2,18,71,20,3,client2,20/05/2020 06:45,dispense,ab2,90,18,20/05/2020 06:45,unknown,unknown,1.0.0,55.982002,-3.394142,78,71,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,2,2,50,01/05/2020
180,32,bb1,SS4,49.00,inUse,3,20,73,23,5,client2,30/05/2020 07:00,dispense,ab2,76,20,30/05/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,74,73,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
181,33,bb1,SS4,47.00,inUse,3,23,74,36,3,client2,30/05/2020 23:00,dispense,ab2,95,23,30/05/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,72,74,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
182,34,bb1,SS4,45.00,inUse,3,26,66,23,4,client2,31/05/2020 07:00,dispense,ab2,82,26,31/05/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,75,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
183,35,bb1,SS4,44.00,inUse,3,26,71,32,6,client2,31/05/2020 23:00,dispense,ab2,99,26,31/05/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,73,71,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
184,36,bb1,SS4,42.00,inUse,3,23,65,42,3,client2,01/06/2020 07:00,dispense,ab2,100,23,01/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,73,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
185,37,bb1,SS4,40.00,inUse,3,25,77,47,4,client2,01/06/2020 23:00,dispense,ab2,97,25,01/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,73,77,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
186,38,bb1,SS4,39.00,inUse,3,22,70,45,6,client2,02/06/2020 07:00,dispense,ab2,99,22,02/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,74,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
187,39,bb1,SS4,37.00,inUse,3,22,70,45,5,client2,02/06/2020 23:00,dispense,ab2,90,22,02/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,79,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
188,40,bb1,SS4,36.00,inUse,3,22,70,45,3,client2,03/06/2020 07:00,dispense,ab2,83,22,03/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,78,70,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
189,41,bb1,SS4,34.00,inUse,3,24,65,36,4,client2,03/06/2020 23:00,dispense,ab2,88,24,03/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,77,65,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
190,42,bb1,SS4,33.00,inUse,3,23,75,31,6,client2,04/06/2020 07:00,dispense,ab2,89,23,04/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,76,75,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
191,43,bb1,SS4,31.00,inUse,3,22,66,37,3,client2,04/06/2020 23:00,dispense,ab2,88,22,04/06/2020 23:00,unknown,unknown,1.0.0,55.982002,-3.394142,76,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
192,44,bb1,SS4,29.00,inUse,3,22,66,37,4,client2,05/06/2020 07:00,dispense,ab2,76,22,05/06/2020 07:00,unknown,unknown,1.0.0,55.982002,-3.394142,75,66,0,FACE,Registered,55.982002,-3.394142,Jane,Bloggs,1986,Female,3,SENSITIVE,None,ISHGA,Face Serum,Serum,Regenerating Organic Face Serum,28/04/2020 15:00,SENSITIVE,DAILY,3,3,50,30/05/2020
